new_index,question,topic,question_type,Query_type,AIO_span_type,AIO_answer,FS_answer,answer_type,label_assigned
977,when to get tdap during pregnancy?,pregnancy,When Question,Sampled_Original,surpressed_AIO,"While pregnant mothers need a Tdap vaccine during each pregnancy, dads and other family members do not need a Tdap vaccine for every pregnancy , but should ensure they are up to date on their Tdap vaccine, ideally at least two weeks before meeting the baby. Here's a more detailed explanation: Pregnant Mothers: The American College of Obstetricians and Gynecologists (ACOG) recommends that pregnant women receive a Tdap vaccine during each pregnancy to protect both themselves and their babies from pertussis (whooping cough) . Dads and Family Members:","The recommended timing for maternal Tdap vaccination is between 27 weeks and 36 weeks of gestation. To maximize the maternal antibody response and passive antibody transfer and levels in the newborn, vaccination as early as possible in the 27–36-weeks-of-gestation window is recommended.",Whole_answer,Numeric Mismatch
978,when to give tdap in pregnancy?,pregnancy,When Question,Sampled_Original,surpressed_AIO,dads and other family members do not need a Tdap vaccine for every pregnancy,between 27 weeks and 36 weeks of gestation,Highlighted_answer,Other Problematic Mismatch
978,when to give tdap in pregnancy?,pregnancy,When Question,Sampled_Original,surpressed_AIO,"While pregnant mothers need a Tdap vaccine during each pregnancy, dads and other family members do not need a Tdap vaccine for every pregnancy , but should ensure they are up to date on their Tdap vaccine, ideally at least two weeks before meeting the baby. Here's a more detailed explanation: Pregnant Mothers: The American College of Obstetricians and Gynecologists (ACOG) recommends that pregnant women receive a Tdap vaccine during each pregnancy to protect both themselves and their babies from pertussis (whooping cough) . Dads and Family Members:","The recommended timing for maternal Tdap vaccination is between 27 weeks and 36 weeks of gestation. To maximize the maternal antibody response and passive antibody transfer and levels in the newborn, vaccination as early as possible in the 27–36-weeks-of-gestation window is recommended.",Whole_answer,Numeric Mismatch
996,why do babies bite?,babycare,Why Question,Sampled_Original,,"teething, exploring their environment, expressing frustration or anger, seeking attention, or even as a form of play or experimentation",teething or exploring a new toy or object with their mouth,Highlighted_answer,Consistent
996,why do babies bite?,babycare,Why Question,Sampled_Original,,"Babies may bite for various reasons, including teething, exploring their environment, expressing frustration or anger, seeking attention, or even as a form of play or experimentation . Here's a more detailed explanation: Teething : As teeth emerge, babies may bite to relieve the discomfort and pain from swollen, tender gums.","Babies and toddlers bite for a variety of reasons, such as teething or exploring a new toy or object with their mouth. As they begin to understand cause-and-effect, they also might bite a person to see if they can get a reaction. Biting also can be a way for toddlers to get attention or express how they feel.",Whole_answer,Consistent
999,why do babies get hiccups?,babycare,Why Question,Sampled_Original,surpressed_AIO,they don't always indicate fullness,a reflex that happens when the diaphragm causes a prompt opening and closing of the vocal cords,Highlighted_answer,Other Problematic Mismatch
999,why do babies get hiccups?,babycare,Why Question,Sampled_Original,surpressed_AIO,"While hiccups in babies can sometimes be a sign that they've eaten too quickly or swallowed too much air, they don't always indicate fullness , and can also be a normal reflex. Here's a more detailed explanation: Possible Causes of Hiccups in Babies: Overfeeding/Eating Too Quickly: Babies can sometimes get hiccups if they eat too much or too fast, leading to a distended stomach. Swallowing Air: Babies can swallow air during feedings, especially if they are eating too quickly or if the bottle/breast is not positioned correctly, which can lead to hiccups.","Hiccups are a reflex that happens when the diaphragm causes a prompt opening and closing of the vocal cords. They usually happen when eating, drinking, or dealing with stressful events. Hiccups are common in babies. Most newborns hiccup quite often, which can be a sign that your baby is healthy and developing well.",Whole_answer,Consistent
1000,why do babies get hiccups in the womb?,babycare,Why Question,Sampled_Original,,when the baby's diaphragm contracts involuntarily,a good sign that their diaphragm is developing nicely,Highlighted_answer,Other Problematic Mismatch
1000,why do babies get hiccups in the womb?,babycare,Why Question,Sampled_Original,,"Fetal hiccups are common and occur when the baby's diaphragm contracts involuntarily . The exact cause is unknown, but several theories exist: Practicing breathing: The baby's diaphragm may be practicing breathing movements, which can lead to hiccups. Developing nervous system: The baby's developing nervous system may send signals that trigger hiccups. Amniotic fluid pressure: Changes in amniotic fluid pressure may stimulate the diaphragm.","Babys ability to inhale and exhale amniotic fluid—and therefore hiccup—is a good sign that their diaphragm is developing nicely. This process actually begins around week 10, though you probably wont be able to actually feel fetal hiccups for a few more months, Brown says.",Whole_answer,Other Problematic Mismatch
1004,why do babies need helmets?,babycare,Why Question,Sampled_Original,,"to address conditions like deformational plagiocephaly (flat head syndrome) or craniosynostosis (premature skull bone fusion), helping to reshape the skull and promote normal growth","helping babies with flat head syndrome or positional skull deformities grow rounder, well-shaped skulls",Highlighted_answer,Consistent
