new_index,question,topic,question_type,Whole_answer,highlighted_answer,Answer_type,query_standardized,topic_index,Sentiment_Valence,Sentiment_Label
1341,is it unsafe for you to take naproxen while pregnant?,pregnancy,Binary Question,"Yes, naproxen is generally considered unsafe to take during pregnancy, especially after 20 weeks . It's a nonsteroidal anti-inflammatory drug (NSAID), and the FDA recommends avoiding all NSAIDs at 20 weeks gestation or later due to potential risks to the developing fetus. Risks Associated with Naproxen Use During Pregnancy: Low Amniotic Fluid (Oligohydramnios): Naproxen can reduce the amount of amniotic fluid surrounding the baby, which is essential for fetal development and can lead to complications like premature lung development.","Yes, naproxen is generally considered unsafe to take during pregnancy, especially after 20 weeks",AIO,is it unsafe for you to take naproxen while pregnant?,98,negative,Negative
1239,is it safe for you to take paracetamol when pregnant?,pregnancy,Binary Question,"Yes, paracetamol (also known as acetaminophen) is generally considered safe to take during pregnancy . It is a common pain reliever and fever reducer used by many pregnant women. However, it's crucial to take it in the lowest effective dose and for the shortest possible time, and to discuss with a doctor or pharmacist about any concerns or potential interactions with other medications. Elaboration:","Yes, paracetamol (also known as acetaminophen) is generally considered safe to take during pregnancy",AIO,is it safe for you to take paracetamol when pregnant?,99,positive,Neutral 
1136,can you take paracetamol when pregnant?,pregnancy,Binary Question,"Yes, paracetamol (also known as acetaminophen) is generally considered safe to take during pregnancy . Evidence: Multiple studies have shown that paracetamol is not associated with an increased risk of birth defects or other adverse outcomes in pregnant women. The American College of Obstetricians and Gynecologists (ACOG) recommends paracetamol as a first-line pain reliever during pregnancy.","Yes, paracetamol (also known as acetaminophen) is generally considered safe to take during pregnancy",AIO,can you take paracetamol when pregnant?,99,neutral,Postive
1342,is it unsafe for you to take paracetamol when pregnant?,pregnancy,Binary Question,"While paracetamol (acetaminophen) is generally considered safe for use during pregnancy for pain and fever relief , ACOG (American College of Obstetricians and Gynecologists) recommends that pregnant women discuss its use with their healthcare provider before taking it. The NHS also advises that pregnant women should seek medical advice before taking paracetamol and take the lowest effective dose for the shortest time possible.",generally considered safe for use during pregnancy for pain and fever relief,AIO,is it unsafe for you to take paracetamol when pregnant?,99,negative,Neutral 
1240,is it safe for you to take prozac while pregnant?,pregnancy,Binary Question,"While Prozac (fluoxetine) is generally considered safe for use during pregnancy , a small increased risk of certain birth defects and complications after birth has been reported. Therefore, it's crucial to discuss the risks and benefits of taking Prozac with your healthcare provider, especially if you are pregnant or planning to become pregnant. Elaboration: Potential Risks:",generally considered safe for use during pregnancy,AIO,is it safe for you to take prozac while pregnant?,100,positive,Neutral 
1137,can you take prozac while pregnant?,pregnancy,Binary Question,"While there's no definitive proof that Prozac (fluoxetine) directly causes birth defects, some studies suggest a potential increased risk of certain complications, especially when taken during the third trimester , and it's crucial to discuss the risks and benefits with your doctor. Here's a more detailed breakdown: Potential Risks:","some studies suggest a potential increased risk of certain complications, especially when taken during the third trimester",AIO,can you take prozac while pregnant?,100,neutral,Neutral 
1343,is it unsafe for you to take prozac while pregnant?,pregnancy,Binary Question,"While Prozac (fluoxetine) is generally considered safe during pregnancy , it's crucial to discuss the potential risks and benefits with your healthcare provider. Studies have shown a small increased risk of certain birth defects, particularly heart defects, with fluoxetine use during the first trimester. However, untreated depression during pregnancy can also pose risks to both the mother and baby, so a careful decision-making process is needed. Sudden discontinuation of Prozac is not recommended and should be discussed with your doctor.",generally considered safe during pregnancy,AIO,is it unsafe for you to take prozac while pregnant?,100,negative,Neutral 
1241,is it safe for you to take unisom while pregnant?,pregnancy,Binary Question,"Yes, Unisom (doxylamine succinate) is generally considered safe to take during pregnancy , especially for managing sleep disturbances or morning sickness . However, it's always best to consult with your doctor before taking any medication during pregnancy, including over-the-counter sleep aids like Unisom. Here's why Unisom is generally considered safe during pregnancy: Extensive Use:","Yes, Unisom (doxylamine succinate) is generally considered safe to take during pregnancy",AIO,is it safe for you to take unisom while pregnant?,101,positive,Postive
1138,can you take unisom while pregnant?,pregnancy,Binary Question,"Yes, Unisom (doxylamine succinate) is generally considered safe to take during pregnancy . The FDA has classified doxylamine as Category B, meaning that studies in animals have not shown any risk to the fetus.","Yes, Unisom (doxylamine succinate) is generally considered safe to take during pregnancy",AIO,can you take unisom while pregnant?,101,neutral,Postive
1344,is it unsafe for you to take unisom while pregnant?,pregnancy,Binary Question,"Yes, Unisom (doxylamine) is generally considered safe for use during pregnancy when taken as directed . It's often recommended by doctors for occasional insomnia or as part of a combination with vitamin B6 for managing nausea. However, it's important to consult with a healthcare provider before taking any medication during pregnancy. Elaboration: Safety:","Yes, Unisom (doxylamine) is generally considered safe for use during pregnancy when taken as directed",AIO,is it unsafe for you to take unisom while pregnant?,101,negative,Postive
